OrderID,LineID,OrderDate,ShipDate,CustomerName,ShipState,Region,SKU,ProductName,Category,Quantity,UnitPrice,UnitDiscount,UnitCOGS,Shipping,Tax,SalesChannel,PaymentMethod,OrderStatus
SO-2025-10440,441,10/04/2025,2025-10-05,Customer 440,OH,South,SKU40,Product 40,Wellness,3,$89.19,$8.92,$51.27,$6.75,$16.05,Amazon,Visa,Cancelled
SO-2025-10441,442,05/27/2025,2025-05-31,Customer 441,CA,South,SKU41,Product 41,Baby,3,$21.83,$1.09,$9.45,$4.22,$3.93,Amazon,PayPal,Shipped
SO-2025-10442,443,11/28/2025,2025-11-29,Customer 442,CA,Northeast,SKU42,Product 42,Pets,4,$91.68,$0.0,$41.41,$3.09,$22.0,Amazon,Mastercard,Cancelled
SO-2025-10443,444,10/28/2025,2025-10-29,Customer 443,WA,South,SKU43,Product 43,Apparel,2,$95.96,$4.8,$52.23,$6.36,$11.52,Website,Mastercard,Shipped
SO-2025-10444,445,12/09/2025,2025-12-13,Customer 444,IL,Northeast,SKU44,Product 44,Apparel,2,$33.18,$3.32,$13.54,$6.87,$3.98,Amazon,Visa,Cancelled
SO-2025-10445,446,11/20/2025,2025-11-23,Customer 445,FL,Northeast,SKU45,Product 45,Wellness,2,$82.03,$12.3,$38.87,$5.96,$9.84,Amazon,PayPal,Cancelled
SO-2025-10446,447,03/25/2025,2025-03-26,Customer 446,AZ,Northeast,SKU46,Product 46,Home & Kitchen,1,$16.39,$0.82,$7.61,$9.42,$0.98,Website,PayPal,Cancelled
SO-2025-10447,448,10/12/2025,2025-10-14,Customer 447,WA,South,SKU47,Product 47,Apparel,1,$68.18,$6.82,$35.37,$5.02,$4.09,Website,Mastercard,Returned
SO-2025-10448,449,02/20/2025,2025-02-24,Customer 448,NJ,South,SKU48,Product 48,Baby,2,$20.42,$2.04,$11.74,$6.38,$2.45,Instagram,Visa,Cancelled
SO-2025-10449,450,04/27/2025,2025-05-01,Customer 449,CA,South,SKU49,Product 49,Pets,2,$57.7,$5.77,$29.24,$8.2,$6.92,Instagram,Visa,Returned
SO-2025-10450,451,09/25/2025,2025-09-27,Customer 450,FL,Midwest,SKU0,Product 0,Wellness,3,$50.4,$5.04,$25.98,$9.1,$9.07,Amazon,Mastercard,Cancelled
SO-2025-10451,452,03/03/2025,2025-03-04,Customer 451,IL,Midwest,SKU1,Product 1,Wellness,1,$29.44,$0.0,$16.07,$0.67,$1.77,Amazon,PayPal,Returned
SO-2025-10452,453,10/04/2025,2025-10-07,Customer 452,CA,Northeast,SKU2,Product 2,Apparel,2,$86.67,$13.0,$46.33,$5.43,$10.4,Amazon,Visa,Returned
SO-2025-10453,454,05/02/2025,2025-05-05,Customer 453,IL,West,SKU3,Product 3,Home & Kitchen,2,$50.18,$2.51,$23.93,$8.58,$6.02,Instagram,Visa,Cancelled
SO-2025-10454,455,12/01/2025,2025-12-05,Customer 454,NY,Northeast,SKU4,Product 4,Wellness,1,$48.79,$7.32,$28.2,$3.71,$2.93,Instagram,PayPal,Cancelled
SO-2025-10455,456,11/09/2025,2025-11-11,Customer 455,OH,Midwest,SKU5,Product 5,Baby,2,$73.5,$0.0,$37.13,$1.67,$8.82,Website,Mastercard,Shipped
SO-2025-10456,457,01/07/2025,2025-01-11,Customer 456,OH,South,SKU6,Product 6,Apparel,4,$14.03,$0.0,$6.58,$3.4,$3.37,Instagram,PayPal,Cancelled
SO-2025-10457,458,07/21/2025,2025-07-24,Customer 457,IL,Midwest,SKU7,Product 7,Apparel,4,$44.1,$4.41,$20.64,$7.92,$10.58,Instagram,PayPal,Cancelled
SO-2025-10458,459,11/01/2025,2025-11-05,Customer 458,CA,West,SKU8,Product 8,Baby,1,$70.94,$0.0,$35.91,$2.18,$4.26,Instagram,Mastercard,Shipped
SO-2025-10459,460,07/23/2025,2025-07-25,Customer 459,NY,West,SKU9,Product 9,Baby,2,$50.86,$7.63,$22.05,$4.86,$6.1,Instagram,PayPal,Shipped
SO-2025-10460,461,12/10/2025,2025-12-13,Customer 460,WA,Northeast,SKU10,Product 10,Home & Kitchen,3,$57.87,$0.0,$27.59,$2.09,$10.42,Instagram,Visa,Shipped
SO-2025-10461,462,12/29/2025,2026-01-01,Customer 461,OH,South,SKU11,Product 11,Baby,4,$47.27,$4.73,$19.13,$1.47,$11.34,Website,PayPal,Shipped
SO-2025-10462,463,09/02/2025,2025-09-04,Customer 462,NJ,South,SKU12,Product 12,Pets,2,$21.7,$1.08,$9.18,$3.75,$2.6,Amazon,Mastercard,Shipped
SO-2025-10463,464,02/04/2025,2025-02-05,Customer 463,AZ,West,SKU13,Product 13,Apparel,3,$49.97,$2.5,$28.25,$0.88,$8.99,Website,Visa,Cancelled
SO-2025-10464,465,02/28/2025,2025-03-04,Customer 464,WA,West,SKU14,Product 14,Home & Kitchen,3,$23.64,$0.0,$11.28,$7.74,$4.26,Website,PayPal,Cancelled
SO-2025-10465,466,03/10/2025,2025-03-12,Customer 465,GA,Midwest,SKU15,Product 15,Home & Kitchen,1,$53.01,$0.0,$26.95,$2.47,$3.18,Instagram,PayPal,Cancelled
SO-2025-10466,467,12/09/2025,2025-12-12,Customer 466,OH,South,SKU16,Product 16,Home & Kitchen,3,$42.06,$2.1,$19.01,$1.77,$7.57,Website,PayPal,Shipped
SO-2025-10467,468,12/07/2025,2025-12-10,Customer 467,FL,South,SKU17,Product 17,Pets,2,$70.96,$0.0,$42.1,$5.45,$8.52,Instagram,Mastercard,Returned
SO-2025-10468,469,04/02/2025,2025-04-04,Customer 468,GA,West,SKU18,Product 18,Home & Kitchen,3,$22.53,$2.25,$9.69,$4.89,$4.06,Amazon,Mastercard,Returned
SO-2025-10469,470,09/30/2025,2025-10-04,Customer 469,AZ,South,SKU19,Product 19,Baby,3,$89.23,$13.38,$41.51,$6.21,$16.06,Amazon,PayPal,Shipped
SO-2025-10470,471,06/14/2025,2025-06-15,Customer 470,NJ,Northeast,SKU20,Product 20,Apparel,3,$45.56,$6.83,$25.99,$5.43,$8.2,Amazon,Mastercard,Cancelled
SO-2025-10471,472,05/27/2025,2025-05-29,Customer 471,CA,Northeast,SKU21,Product 21,Home & Kitchen,3,$96.76,$0.0,$50.3,$5.33,$17.42,Instagram,Visa,Shipped
SO-2025-10472,473,05/20/2025,2025-05-21,Customer 472,CA,West,SKU22,Product 22,Wellness,2,$21.76,$2.18,$11.09,$7.94,$2.61,Instagram,Visa,Cancelled
SO-2025-10473,474,01/20/2025,2025-01-23,Customer 473,NJ,South,SKU23,Product 23,Baby,1,$88.94,$13.34,$52.82,$4.63,$5.34,Instagram,PayPal,Returned
SO-2025-10474,475,10/31/2025,2025-11-03,Customer 474,GA,Northeast,SKU24,Product 24,Home & Kitchen,4,$53.51,$8.03,$26.67,$3.75,$12.84,Instagram,Mastercard,Cancelled
SO-2025-10475,476,04/12/2025,2025-04-15,Customer 475,AZ,Northeast,SKU25,Product 25,Baby,3,$28.29,$4.24,$13.81,$5.11,$5.09,Amazon,Visa,Shipped
SO-2025-10476,477,09/06/2025,2025-09-09,Customer 476,AZ,South,SKU26,Product 26,Apparel,3,$61.96,$6.2,$35.87,$4.08,$11.15,Website,Mastercard,Shipped
SO-2025-10477,478,06/24/2025,2025-06-28,Customer 477,AZ,South,SKU27,Product 27,Pets,3,$63.23,$6.32,$37.38,$9.96,$11.38,Amazon,PayPal,Cancelled
SO-2025-10478,479,11/24/2025,2025-11-28,Customer 478,IL,West,SKU28,Product 28,Baby,4,$10.29,$0.0,$5.86,$2.4,$2.47,Instagram,PayPal,Shipped
SO-2025-10479,480,03/04/2025,2025-03-06,Customer 479,WA,Midwest,SKU29,Product 29,Home & Kitchen,2,$33.04,$0.0,$16.59,$2.21,$3.96,Website,Mastercard,Shipped
SO-2025-10480,481,07/27/2025,2025-07-30,Customer 480,PA,Midwest,SKU30,Product 30,Pets,2,$52.92,$0.0,$21.49,$6.93,$6.35,Instagram,PayPal,Returned
SO-2025-10481,482,10/25/2025,2025-10-26,Customer 481,IL,Northeast,SKU31,Product 31,Wellness,4,$36.95,$5.54,$20.84,$2.79,$8.87,Amazon,Mastercard,Shipped
SO-2025-10482,483,07/03/2025,2025-07-05,Customer 482,IL,West,SKU32,Product 32,Apparel,2,$96.17,$9.62,$57.52,$6.77,$11.54,Website,PayPal,Cancelled
SO-2025-10483,484,04/23/2025,2025-04-27,Customer 483,OH,Northeast,SKU33,Product 33,Pets,4,$36.52,$3.65,$14.93,$8.34,$8.76,Amazon,Visa,Cancelled
SO-2025-10484,485,01/01/2025,2025-01-05,Customer 484,PA,Northeast,SKU34,Product 34,Wellness,3,$22.86,$3.43,$13.43,$6.59,$4.11,Website,Mastercard,Cancelled
SO-2025-10485,486,05/07/2025,2025-05-10,Customer 485,NY,West,SKU35,Product 35,Wellness,1,$86.13,$4.31,$36.25,$4.88,$5.17,Amazon,Visa,Shipped
SO-2025-10486,487,09/17/2025,2025-09-20,Customer 486,NJ,Midwest,SKU36,Product 36,Apparel,2,$12.2,$1.22,$5.73,$6.32,$1.46,Amazon,Mastercard,Shipped
SO-2025-10487,488,06/22/2025,2025-06-24,Customer 487,NY,Northeast,SKU37,Product 37,Baby,4,$16.51,$0.0,$6.94,$3.0,$3.96,Amazon,Mastercard,Cancelled
SO-2025-10488,489,05/25/2025,2025-05-29,Customer 488,WA,West,SKU38,Product 38,Home & Kitchen,3,$85.79,$12.87,$46.45,$1.45,$15.44,Website,Visa,Returned
SO-2025-10489,490,01/13/2025,2025-01-16,Customer 489,WA,Northeast,SKU39,Product 39,Pets,4,$36.58,$5.49,$20.95,$8.03,$8.78,Instagram,Mastercard,Returned
SO-2025-10490,491,04/30/2025,2025-05-01,Customer 490,NJ,Midwest,SKU40,Product 40,Apparel,2,$33.96,$1.7,$15.77,$8.42,$4.08,Amazon,Visa,Cancelled
SO-2025-10491,492,08/21/2025,2025-08-24,Customer 491,WA,South,SKU41,Product 41,Pets,2,$98.11,$0.0,$43.46,$6.48,$11.77,Instagram,Visa,Cancelled
SO-2025-10492,493,08/02/2025,2025-08-04,Customer 492,OH,South,SKU42,Product 42,Baby,3,$89.98,$9.0,$51.59,$5.86,$16.2,Amazon,Mastercard,Returned
SO-2025-10493,494,02/23/2025,2025-02-27,Customer 493,CA,South,SKU43,Product 43,Home & Kitchen,4,$67.34,$3.37,$30.19,$2.35,$16.16,Website,Mastercard,Returned
SO-2025-10494,495,02/22/2025,2025-02-23,Customer 494,OH,Midwest,SKU44,Product 44,Apparel,4,$36.1,$1.81,$18.2,$9.17,$8.66,Website,Mastercard,Returned
SO-2025-10495,496,09/21/2025,2025-09-23,Customer 495,FL,West,SKU45,Product 45,Pets,2,$46.13,$4.61,$21.07,$8.24,$5.54,Instagram,Visa,Returned
SO-2025-10496,497,05/07/2025,2025-05-10,Customer 496,PA,South,SKU46,Product 46,Wellness,3,$34.44,$0.0,$15.96,$1.89,$6.2,Website,Mastercard,Returned
SO-2025-10497,498,12/15/2025,2025-12-18,Customer 497,AZ,West,SKU47,Product 47,Wellness,2,$74.35,$3.72,$40.25,$5.83,$8.92,Amazon,Mastercard,Returned
SO-2025-10498,499,09/21/2025,2025-09-22,Customer 498,AZ,South,SKU48,Product 48,Wellness,1,$40.63,$6.09,$22.27,$9.31,$2.44,Amazon,PayPal,Cancelled
SO-2025-10499,500,05/01/2025,2025-05-05,Customer 499,FL,West,SKU49,Product 49,Wellness,1,$21.69,$0.0,$12.33,$5.72,$1.3,Website,Mastercard,Returned
SO-2025-10500,501,12/04/2025,2025-12-08,Customer 500,GA,West,SKU0,Product 0,Pets,3,$94.87,$9.49,$55.21,$9.36,$17.08,Website,Mastercard,Returned
SO-2025-10501,502,06/28/2025,2025-06-29,Customer 501,GA,West,SKU1,Product 1,Wellness,1,$20.44,$2.04,$10.19,$9.3,$1.23,Website,PayPal,Shipped
SO-2025-10502,503,08/05/2025,2025-08-06,Customer 502,AZ,South,SKU2,Product 2,Pets,4,$70.83,$7.08,$30.7,$8.76,$17.0,Website,PayPal,Returned
SO-2025-10503,504,04/11/2025,2025-04-14,Customer 503,FL,West,SKU3,Product 3,Wellness,1,$35.06,$3.51,$20.69,$9.44,$2.1,Instagram,Visa,Returned
SO-2025-10504,505,07/20/2025,2025-07-22,Customer 504,CA,South,SKU4,Product 4,Wellness,1,$52.79,$5.28,$27.92,$1.05,$3.17,Website,Mastercard,Cancelled
SO-2025-10505,506,10/31/2025,2025-11-04,Customer 505,NY,West,SKU5,Product 5,Apparel,3,$55.04,$0.0,$27.26,$2.09,$9.91,Website,Mastercard,Cancelled
SO-2025-10506,507,08/15/2025,2025-08-17,Customer 506,CA,West,SKU6,Product 6,Pets,4,$10.26,$1.03,$5.68,$5.52,$2.46,Instagram,PayPal,Returned
SO-2025-10507,508,04/10/2025,2025-04-13,Customer 507,WA,Northeast,SKU7,Product 7,Wellness,3,$74.77,$0.0,$39.74,$7.3,$13.46,Instagram,PayPal,Cancelled
SO-2025-10508,509,04/10/2025,2025-04-14,Customer 508,PA,Northeast,SKU8,Product 8,Baby,1,$77.86,$0.0,$35.74,$9.31,$4.67,Instagram,PayPal,Returned
SO-2025-10509,510,10/19/2025,2025-10-20,Customer 509,NY,Northeast,SKU9,Product 9,Pets,2,$76.34,$3.82,$40.38,$6.82,$9.16,Instagram,PayPal,Cancelled
SO-2025-10510,511,11/06/2025,2025-11-09,Customer 510,OH,Midwest,SKU10,Product 10,Apparel,2,$62.13,$0.0,$28.42,$6.67,$7.46,Website,Visa,Shipped
SO-2025-10511,512,02/18/2025,2025-02-19,Customer 511,GA,South,SKU11,Product 11,Pets,2,$80.38,$0.0,$36.45,$6.88,$9.65,Instagram,PayPal,Cancelled
SO-2025-10512,513,01/13/2025,2025-01-17,Customer 512,AZ,South,SKU12,Product 12,Apparel,1,$92.0,$4.6,$37.16,$9.49,$5.52,Amazon,Mastercard,Returned
SO-2025-10513,514,06/12/2025,2025-06-14,Customer 513,AZ,South,SKU13,Product 13,Wellness,1,$76.26,$3.81,$38.6,$2.67,$4.58,Website,Mastercard,Shipped
SO-2025-10514,515,01/29/2025,2025-01-31,Customer 514,GA,West,SKU14,Product 14,Home & Kitchen,3,$88.99,$4.45,$44.83,$7.62,$16.02,Website,PayPal,Shipped
SO-2025-10515,516,04/29/2025,2025-05-01,Customer 515,IL,Midwest,SKU15,Product 15,Wellness,4,$34.05,$0.0,$17.17,$8.57,$8.17,Amazon,Visa,Cancelled
SO-2025-10516,517,06/30/2025,2025-07-01,Customer 516,CA,Midwest,SKU16,Product 16,Apparel,2,$79.31,$3.97,$37.56,$2.66,$9.52,Website,Mastercard,Cancelled
SO-2025-10517,518,08/12/2025,2025-08-16,Customer 517,CA,Midwest,SKU17,Product 17,Home & Kitchen,1,$40.76,$4.08,$20.53,$6.42,$2.45,Amazon,Visa,Cancelled
SO-2025-10518,519,01/12/2025,2025-01-15,Customer 518,PA,Northeast,SKU18,Product 18,Wellness,4,$61.13,$0.0,$32.36,$8.79,$14.67,Instagram,Visa,Cancelled
SO-2025-10519,520,11/03/2025,2025-11-04,Customer 519,NY,South,SKU19,Product 19,Pets,1,$59.23,$8.88,$32.97,$2.91,$3.55,Website,PayPal,Shipped
SO-2025-10520,521,02/14/2025,2025-02-15,Customer 520,IL,West,SKU20,Product 20,Apparel,2,$23.71,$3.56,$9.8,$9.37,$2.85,Website,Mastercard,Cancelled
SO-2025-10521,522,08/14/2025,2025-08-16,Customer 521,NY,South,SKU21,Product 21,Apparel,4,$52.61,$7.89,$26.03,$5.82,$12.63,Amazon,Visa,Cancelled
SO-2025-10522,523,04/14/2025,2025-04-16,Customer 522,AZ,South,SKU22,Product 22,Apparel,1,$31.52,$4.73,$18.86,$6.45,$1.89,Instagram,Mastercard,Returned
SO-2025-10523,524,10/15/2025,2025-10-19,Customer 523,NJ,South,SKU23,Product 23,Baby,4,$79.92,$0.0,$35.57,$6.2,$19.18,Amazon,PayPal,Shipped
SO-2025-10524,525,01/26/2025,2025-01-27,Customer 524,AZ,Northeast,SKU24,Product 24,Pets,1,$80.32,$0.0,$36.57,$8.11,$4.82,Website,Mastercard,Returned
SO-2025-10525,526,12/26/2025,2025-12-27,Customer 525,FL,West,SKU25,Product 25,Home & Kitchen,4,$44.93,$6.74,$23.75,$3.45,$10.78,Amazon,PayPal,Returned
SO-2025-10526,527,02/21/2025,2025-02-24,Customer 526,WA,Midwest,SKU26,Product 26,Pets,2,$36.15,$5.42,$18.36,$7.08,$4.34,Amazon,PayPal,Returned
SO-2025-10527,528,08/30/2025,2025-08-31,Customer 527,AZ,Northeast,SKU27,Product 27,Wellness,2,$23.26,$0.0,$11.62,$4.48,$2.79,Amazon,Mastercard,Cancelled
SO-2025-10528,529,02/23/2025,2025-02-27,Customer 528,NY,Midwest,SKU28,Product 28,Pets,1,$96.21,$9.62,$53.13,$5.01,$5.77,Instagram,Visa,Cancelled
SO-2025-10529,530,10/04/2025,2025-10-06,Customer 529,NY,Midwest,SKU29,Product 29,Home & Kitchen,2,$16.86,$0.84,$9.88,$4.6,$2.02,Website,Mastercard,Shipped
SO-2025-10530,531,07/21/2025,2025-07-23,Customer 530,NY,Midwest,SKU30,Product 30,Baby,2,$48.95,$2.45,$25.07,$4.46,$5.87,Instagram,Mastercard,Returned
SO-2025-10531,532,08/23/2025,2025-08-25,Customer 531,AZ,South,SKU31,Product 31,Pets,4,$85.93,$12.89,$51.47,$8.54,$20.62,Amazon,Mastercard,Shipped
SO-2025-10532,533,06/05/2025,2025-06-09,Customer 532,CA,South,SKU32,Product 32,Pets,4,$96.46,$14.47,$50.86,$9.95,$23.15,Website,Mastercard,Returned
SO-2025-10533,534,11/16/2025,2025-11-17,Customer 533,NY,South,SKU33,Product 33,Wellness,3,$98.3,$0.0,$43.63,$4.37,$17.69,Amazon,PayPal,Shipped
SO-2025-10534,535,01/19/2025,2025-01-21,Customer 534,IL,Northeast,SKU34,Product 34,Apparel,3,$16.58,$0.83,$6.68,$1.9,$2.98,Website,Visa,Returned
SO-2025-10535,536,10/12/2025,2025-10-13,Customer 535,WA,West,SKU35,Product 35,Apparel,3,$41.95,$0.0,$24.84,$9.53,$7.55,Instagram,Mastercard,Returned
SO-2025-10536,537,09/04/2025,2025-09-08,Customer 536,CA,West,SKU36,Product 36,Baby,4,$24.55,$3.68,$13.62,$2.47,$5.89,Website,PayPal,Shipped
SO-2025-10537,538,11/17/2025,2025-11-19,Customer 537,FL,Midwest,SKU37,Product 37,Home & Kitchen,3,$69.99,$7.0,$41.44,$7.72,$12.6,Amazon,Visa,Cancelled
SO-2025-10538,539,03/27/2025,2025-03-31,Customer 538,GA,South,SKU38,Product 38,Apparel,4,$11.09,$0.55,$6.18,$9.26,$2.66,Instagram,PayPal,Returned
SO-2025-10539,540,09/12/2025,2025-09-14,Customer 539,WA,Northeast,SKU39,Product 39,Pets,3,$14.15,$0.71,$6.57,$5.15,$2.55,Website,Mastercard,Cancelled
SO-2025-10540,541,04/01/2025,2025-04-05,Customer 540,IL,Northeast,SKU40,Product 40,Apparel,2,$48.58,$0.0,$23.35,$6.62,$5.83,Instagram,Visa,Returned
SO-2025-10541,542,01/10/2025,2025-01-12,Customer 541,PA,South,SKU41,Product 41,Wellness,4,$36.0,$5.4,$21.53,$9.93,$8.64,Website,Mastercard,Returned
SO-2025-10542,543,06/09/2025,2025-06-13,Customer 542,IL,Northeast,SKU42,Product 42,Apparel,1,$78.49,$0.0,$41.37,$7.54,$4.71,Website,Visa,Shipped
SO-2025-10543,544,06/12/2025,2025-06-13,Customer 543,AZ,Midwest,SKU43,Product 43,Pets,3,$95.58,$9.56,$43.5,$7.88,$17.2,Instagram,Mastercard,Shipped
SO-2025-10544,545,04/26/2025,2025-04-27,Customer 544,AZ,South,SKU44,Product 44,Baby,1,$60.77,$6.08,$29.36,$2.4,$3.65,Website,Visa,Cancelled
SO-2025-10545,546,02/27/2025,2025-03-02,Customer 545,IL,Midwest,SKU45,Product 45,Pets,2,$92.64,$13.9,$37.57,$2.21,$11.12,Instagram,Visa,Returned
SO-2025-10546,547,04/15/2025,2025-04-19,Customer 546,GA,Midwest,SKU46,Product 46,Pets,1,$13.24,$0.0,$5.69,$2.82,$0.79,Amazon,PayPal,Cancelled
SO-2025-10547,548,08/09/2025,2025-08-10,Customer 547,PA,South,SKU47,Product 47,Apparel,4,$62.35,$6.24,$31.96,$5.17,$14.96,Website,Mastercard,Cancelled
SO-2025-10548,549,10/09/2025,2025-10-12,Customer 548,NY,South,SKU48,Product 48,Baby,3,$35.42,$5.31,$17.21,$9.46,$6.38,Website,PayPal,Returned
SO-2025-10549,550,02/09/2025,2025-02-13,Customer 549,FL,West,SKU49,Product 49,Apparel,1,$47.75,$7.16,$26.96,$4.98,$2.86,Website,PayPal,Cancelled
SO-2025-10550,551,04/26/2025,2025-04-30,Customer 550,GA,West,SKU0,Product 0,Apparel,1,$63.2,$0.0,$29.02,$8.55,$3.79,Amazon,Visa,Cancelled
SO-2025-10551,552,11/20/2025,2025-11-23,Customer 551,PA,West,SKU1,Product 1,Pets,2,$94.67,$0.0,$46.58,$8.11,$11.36,Instagram,Mastercard,Cancelled
SO-2025-10552,553,02/09/2025,2025-02-13,Customer 552,IL,West,SKU2,Product 2,Apparel,3,$39.9,$2.0,$22.14,$6.55,$7.18,Amazon,PayPal,Shipped
SO-2025-10553,554,11/19/2025,2025-11-23,Customer 553,PA,West,SKU3,Product 3,Wellness,2,$88.83,$8.88,$36.34,$4.25,$10.66,Website,PayPal,Returned
SO-2025-10554,555,03/10/2025,2025-03-11,Customer 554,FL,West,SKU4,Product 4,Baby,3,$21.51,$1.08,$10.89,$4.17,$3.87,Amazon,Mastercard,Returned
SO-2025-10555,556,02/23/2025,2025-02-26,Customer 555,GA,Midwest,SKU5,Product 5,Pets,2,$14.92,$0.75,$6.57,$3.04,$1.79,Instagram,Visa,Cancelled
SO-2025-10556,557,11/13/2025,2025-11-17,Customer 556,CA,Midwest,SKU6,Product 6,Home & Kitchen,4,$30.74,$3.07,$12.62,$9.67,$7.38,Website,Visa,Cancelled
SO-2025-10557,558,02/07/2025,2025-02-08,Customer 557,CA,Northeast,SKU7,Product 7,Home & Kitchen,3,$69.67,$6.97,$33.66,$4.23,$12.54,Website,Mastercard,Returned
SO-2025-10558,559,11/02/2025,2025-11-05,Customer 558,NJ,West,SKU8,Product 8,Baby,2,$39.28,$0.0,$17.7,$1.82,$4.71,Instagram,Visa,Cancelled
SO-2025-10559,560,02/16/2025,2025-02-17,Customer 559,GA,South,SKU9,Product 9,Wellness,2,$46.52,$6.98,$25.63,$5.42,$5.58,Website,PayPal,Returned
SO-2025-10560,561,08/29/2025,2025-09-02,Customer 560,GA,Northeast,SKU10,Product 10,Wellness,4,$17.06,$1.71,$9.4,$1.67,$4.09,Instagram,PayPal,Shipped
SO-2025-10561,562,09/12/2025,2025-09-14,Customer 561,NJ,West,SKU11,Product 11,Wellness,2,$62.54,$6.25,$32.88,$2.65,$7.5,Instagram,PayPal,Shipped
SO-2025-10562,563,11/20/2025,2025-11-21,Customer 562,OH,Northeast,SKU12,Product 12,Home & Kitchen,4,$36.69,$0.0,$15.63,$1.03,$8.81,Website,Visa,Returned
SO-2025-10563,564,11/17/2025,2025-11-20,Customer 563,PA,South,SKU13,Product 13,Pets,3,$55.8,$8.37,$33.17,$8.28,$10.04,Website,PayPal,Cancelled
SO-2025-10564,565,04/14/2025,2025-04-17,Customer 564,CA,Northeast,SKU14,Product 14,Home & Kitchen,3,$74.29,$7.43,$41.65,$6.95,$13.37,Instagram,Mastercard,Shipped
SO-2025-10565,566,06/16/2025,2025-06-17,Customer 565,OH,South,SKU15,Product 15,Apparel,1,$87.55,$0.0,$35.56,$1.95,$5.25,Website,Visa,Returned
SO-2025-10566,567,05/21/2025,2025-05-22,Customer 566,PA,Northeast,SKU16,Product 16,Home & Kitchen,2,$40.2,$6.03,$17.34,$7.01,$4.82,Amazon,Mastercard,Returned
SO-2025-10567,568,03/17/2025,2025-03-18,Customer 567,NY,West,SKU17,Product 17,Baby,4,$60.59,$6.06,$30.89,$3.81,$14.54,Instagram,PayPal,Shipped
SO-2025-10568,569,09/28/2025,2025-09-29,Customer 568,PA,Northeast,SKU18,Product 18,Pets,4,$80.76,$12.11,$46.95,$0.25,$19.38,Instagram,Visa,Returned
SO-2025-10569,570,03/19/2025,2025-03-23,Customer 569,IL,South,SKU19,Product 19,Baby,2,$65.43,$3.27,$31.9,$5.59,$7.85,Amazon,PayPal,Cancelled
SO-2025-10570,571,12/05/2025,2025-12-06,Customer 570,CA,South,SKU20,Product 20,Home & Kitchen,2,$59.18,$0.0,$30.07,$5.05,$7.1,Website,Visa,Shipped
SO-2025-10571,572,10/10/2025,2025-10-12,Customer 571,AZ,West,SKU21,Product 21,Wellness,4,$87.64,$0.0,$51.91,$5.53,$21.03,Amazon,Mastercard,Shipped
SO-2025-10572,573,07/23/2025,2025-07-26,Customer 572,FL,Midwest,SKU22,Product 22,Home & Kitchen,4,$21.85,$1.09,$12.27,$3.1,$5.24,Website,PayPal,Cancelled
SO-2025-10573,574,05/31/2025,2025-06-04,Customer 573,AZ,Midwest,SKU23,Product 23,Home & Kitchen,2,$88.43,$8.84,$44.24,$2.5,$10.61,Instagram,Mastercard,Shipped
SO-2025-10574,575,04/24/2025,2025-04-28,Customer 574,WA,South,SKU24,Product 24,Apparel,4,$98.37,$9.84,$39.59,$1.63,$23.61,Amazon,PayPal,Shipped
SO-2025-10575,576,04/23/2025,2025-04-27,Customer 575,FL,West,SKU25,Product 25,Apparel,4,$35.89,$3.59,$15.73,$6.21,$8.61,Website,Visa,Returned
SO-2025-10576,577,04/07/2025,2025-04-11,Customer 576,AZ,Northeast,SKU26,Product 26,Pets,1,$75.94,$3.8,$39.57,$7.84,$4.56,Website,Mastercard,Returned
SO-2025-10577,578,11/14/2025,2025-11-17,Customer 577,NY,West,SKU27,Product 27,Pets,2,$48.95,$4.9,$26.21,$0.57,$5.87,Amazon,Mastercard,Cancelled
SO-2025-10578,579,02/16/2025,2025-02-19,Customer 578,NY,West,SKU28,Product 28,Home & Kitchen,3,$95.0,$0.0,$52.91,$6.32,$17.1,Website,PayPal,Shipped
SO-2025-10579,580,01/14/2025,2025-01-18,Customer 579,NJ,Midwest,SKU29,Product 29,Baby,3,$47.65,$2.38,$24.79,$2.78,$8.58,Website,Visa,Returned
SO-2025-10580,581,12/04/2025,2025-12-06,Customer 580,WA,Midwest,SKU30,Product 30,Pets,3,$48.88,$0.0,$19.66,$5.19,$8.8,Amazon,Mastercard,Cancelled
SO-2025-10581,582,01/17/2025,2025-01-18,Customer 581,OH,Northeast,SKU31,Product 31,Pets,2,$97.36,$0.0,$58.01,$7.38,$11.68,Instagram,PayPal,Shipped
SO-2025-10582,583,08/07/2025,2025-08-09,Customer 582,GA,Northeast,SKU32,Product 32,Wellness,1,$45.79,$4.58,$23.86,$4.83,$2.75,Website,PayPal,Shipped
SO-2025-10583,584,07/27/2025,2025-07-29,Customer 583,NY,Midwest,SKU33,Product 33,Apparel,2,$35.87,$1.79,$19.3,$6.04,$4.3,Instagram,PayPal,Cancelled
SO-2025-10584,585,10/22/2025,2025-10-23,Customer 584,PA,Midwest,SKU34,Product 34,Apparel,3,$16.8,$0.84,$6.95,$0.92,$3.02,Instagram,Visa,Shipped
SO-2025-10585,586,04/18/2025,2025-04-19,Customer 585,FL,Northeast,SKU35,Product 35,Apparel,3,$66.13,$6.61,$33.77,$0.15,$11.9,Website,Mastercard,Cancelled
SO-2025-10586,587,11/19/2025,2025-11-23,Customer 586,AZ,Northeast,SKU36,Product 36,Wellness,2,$32.58,$1.63,$15.97,$6.1,$3.91,Instagram,PayPal,Cancelled
